pais,torneo,fecha,dia,local,visitante,goles_local,goles_visitante
libertadores2024,Torneo Libertadores 2024,Fecha 2,Apr 10 2024,ind.delvalle-F,sanlorenzo-F,2,0
libertadores2024,Torneo Libertadores 2024,Fecha 3,Apr 23 2024,liverpool-F,sanlorenzo-F,1,0
libertadores2024,Torneo Libertadores 2024,Fecha 3,Apr 24 2024,ind.delvalle-F,sepalmeiras-F,2,3
libertadores2024,Torneo Libertadores 2024,Fecha 2,May 09 2024,liverpool-F,sepalmeiras-F,0,5
libertadores2024,Torneo Libertadores 2024,Fecha 4,May 09 2024,sanlorenzo-F,ind.delvalle-F,2,0
libertadores2024,Torneo Libertadores 2024,Fecha 5,May 15 2024,sepalmeiras-F,ind.delvalle-F,2,1
libertadores2024,Torneo Libertadores 2024,Fecha 6,May 30 2024,sepalmeiras-F,sanlorenzo-F,0,0
libertadores2024,Torneo Libertadores 2024,Fecha 1,Apr 04 2024,caracasfc-G,atléticomineiro-G,1,4
libertadores2024,Torneo Libertadores 2024,Fecha 2,Apr 10 2024,atléticomineiro-G,rosariocentral-G,2,1
libertadores2024,Torneo Libertadores 2024,Fecha 2,Apr 10 2024,peñarol-G,caracasfc-G,5,0
libertadores2024,Torneo Libertadores 2024,Fecha 3,Apr 23 2024,caracasfc-G,rosariocentral-G,1,1
libertadores2024,Torneo Libertadores 2024,Fecha 4,May 07 2024,rosariocentral-G,atléticomineiro-G,0,1
libertadores2024,Torneo Libertadores 2024,Fecha 3,May 14 2024,peñarol-G,atléticomineiro-G,2,0
libertadores2024,Torneo Libertadores 2024,Fecha 5,May 16 2024,rosariocentral-G,caracasfc-G,4,1
libertadores2024,Torneo Libertadores 2024,Fecha 6,May 28 2024,atléticomineiro-G,caracasfc-G,4,0
libertadores2024,Torneo Libertadores 2024,Fecha 1,May 28 2024,peñarol-G,rosariocentral-G,2,1
libertadores2024,Torneo Libertadores 2024,Fecha 1,Apr 02 2024,deportivotáchirafc-H,riverplate-H,0,2
libertadores2024,Torneo Libertadores 2024,Fecha 1,Apr 03 2024,nacional-H,clublibertad-H,2,0
libertadores2024,Torneo Libertadores 2024,Fecha 2,Apr 09 2024,clublibertad-H,deportivotáchirafc-H,3,0
libertadores2024,Torneo Libertadores 2024,Fecha 3,Apr 24 2024,clublibertad-H,riverplate-H,1,2
libertadores2024,Torneo Libertadores 2024,Fecha 3,Apr 24 2024,nacional-H,deportivotáchirafc-H,2,1
libertadores2024,Torneo Libertadores 2024,Fecha 4,May 07 2024,deportivotáchirafc-H,clublibertad-H,1,1
libertadores2024,Torneo Libertadores 2024,Fecha 2,May 07 2024,nacional-H,riverplate-H,2,2
libertadores2024,Torneo Libertadores 2024,Fecha 5,May 14 2024,riverplate-H,clublibertad-H,2,0
libertadores2024,Torneo Libertadores 2024,Fecha 6,May 30 2024,riverplate-H,deportivotáchirafc-H,2,0
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 13 2024,colo-colo-A,juniorfc-D,3,1
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 13 2024,grêmiofbpa-C,fluminensefc-A,3,3
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 13 2024,sanlorenzo-F,atléticomineiro-G,1,2
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 14 2024,peñarol-G,thestrongest-C,4,1
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 14 2024,botafogo-D,sepalmeiras-F,4,3
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 14 2024,talleres-B,riverplate-H,1,3
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 15 2024,crflamengo-E,bolívar-E,2,1
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Aug 15 2024,nacional-H,sãupaulofc-X,0,2
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Sep 17 2024,colo-colo-A,riverplate-H,1,2
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Sep 18 2024,fluminensefc-A,atléticomineiro-G,1,2
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Sep 18 2024,botafogo-D,sãopaulofc-B,1,1
libertadores2024,Torneo Libertadores 2024,Fecha 1/8,Sep 19 2024,crflamengo-E,peñarol-G,0,1
libertadores2024,Torneo Libertadores 2024,Fecha 1/2,Oct 22 2024,atléticomineiro-G,riverplate-H,3,0
libertadores2024,Torneo Libertadores 2024,Fecha 1/2,Oct 23 2024,botafogo-D,peñarol-G,6,3
