pais,torneo,fecha,dia,local,visitante,goles_local,goles_visitante
Argentina,Torneo Campeonato 1955,Fecha 20,Oct 9 1955,Racing,Lanús,3,2
Argentina,Torneo Campeonato 1955,Fecha 20,Oct 9 1955,River Plate,Huracán,2,1
Argentina,Torneo Campeonato 1955,Fecha 20,Oct 9 1955,Rosario Central,Chacarita Juniors,3,2
Argentina,Torneo Campeonato 1955,Fecha 20,Oct 9 1955,San Lorenzo,Estudiantes,1,0
Argentina,Torneo Campeonato 1955,Fecha 20,Oct 9 1955,Tigre,Ferro,5,3
Argentina,Torneo Campeonato 1955,Fecha 20,Oct 9 1955,Vélez Sarsfield,Platense,3,1
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 12 1955,Rosario Central,San Lorenzo,4,3
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 16 1955,Chacarita Juniors,Newell's Old Boys,1,1
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 16 1955,Estudiantes,Vélez Sarsfield,1,0
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 16 1955,Ferro,River Plate,1,1
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 16 1955,Huracán,Gimnasia,2,0
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 16 1955,Independiente,Racing,0,1
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 16 1955,Lanús,Tigre,6,1
Argentina,Torneo Campeonato 1955,Fecha 21,Oct 16 1955,Platense,Boca Juniors,1,1
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,Boca Juniors,Estudiantes,1,0
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,Gimnasia,Ferro,1,3
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,Newell's Old Boys,Huracán,1,4
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,Racing,Platense,1,1
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,River Plate,Lanús,1,0
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,San Lorenzo,Chacarita Juniors,3,0
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,Tigre,Independiente,2,0
Argentina,Torneo Campeonato 1955,Fecha 22,Oct 23 1955,Vélez Sarsfield,Rosario Central,3,0
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,Chacarita Juniors,Huracán,0,3
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,Estudiantes,Racing,0,2
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,Ferro,Newell's Old Boys,0,0
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,Independiente,River Plate,0,0
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,Lanús,Gimnasia,2,1
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,Platense,Tigre,1,1
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,Rosario Central,Boca Juniors,2,1
Argentina,Torneo Campeonato 1955,Fecha 23,Oct 30 1955,San Lorenzo,Vélez Sarsfield,3,1
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,Boca Juniors,San Lorenzo,1,1
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,Gimnasia,Independiente,0,1
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,Huracán,Ferro,1,1
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,Newell's Old Boys,Lanús,1,2
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,Racing,Rosario Central,3,0
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,River Plate,Platense,2,1
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,Tigre,Estudiantes,2,1
Argentina,Torneo Campeonato 1955,Fecha 24,Nov 6 1955,Vélez Sarsfield,Chacarita Juniors,1,0
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,Chacarita Juniors,Ferro,0,1
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,Independiente,Newell's Old Boys,6,1
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,Lanús,Huracán,1,0
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,Platense,Gimnasia,2,1
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,Rosario Central,Tigre,2,3
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,San Lorenzo,Racing,0,1
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,Vélez Sarsfield,Boca Juniors,1,2
Argentina,Torneo Campeonato 1955,Fecha 25,Nov 13 1955,Estudiantes,River Plate,1,2
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,Boca Juniors,Chacarita Juniors,1,1
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,Ferro,Lanús,2,1
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,Gimnasia,Estudiantes,1,1
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,Huracán,Independiente,0,3
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,Newell's Old Boys,Platense,2,0
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,Racing,Vélez Sarsfield,0,1
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,River Plate,Rosario Central,2,1
Argentina,Torneo Campeonato 1955,Fecha 26,Nov 20 1955,Tigre,San Lorenzo,2,2
Argentina,Torneo Campeonato 1955,Fecha 27,Nov 27 1955,Boca Juniors,Racing,3,1
Argentina,Torneo Campeonato 1955,Fecha 27,Nov 27 1955,Chacarita Juniors,Lanús,1,1
Argentina,Torneo Campeonato 1955,Fecha 27,Nov 27 1955,Estudiantes,Newell's Old Boys,1,5
Argentina,Torneo Campeonato 1955,Fecha 27,Nov 27 1955,Independiente,Ferro,0,0
Argentina,Torneo Campeonato 1955,Fecha 27,Nov 27 1955,Platense,Huracán,4,4
Argentina,Torneo Campeonato 1955,Fecha 27,Nov 27 1955,Rosario Central,Gimnasia,3,1
Argentina,Torneo Campeonato 1955,Fecha 27,Nov 27 1955,Vélez Sarsfield,Tigre,3,2
Argentina,Torneo Campeonato 1955,Fecha 27,Dec 7 1955,San Lorenzo,River Plate,0,1
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,Ferro,Platense,2,1
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,Gimnasia,San Lorenzo,1,1
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,Huracán,Estudiantes,1,2
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,Lanús,Independiente,3,1
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,Newell's Old Boys,Rosario Central,1,2
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,Racing,Chacarita Juniors,4,2
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,River Plate,Vélez Sarsfield,5,2
Argentina,Torneo Campeonato 1955,Fecha 28,Dec 4 1955,Tigre,Boca Juniors,3,0
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,Boca Juniors,River Plate,1,2
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,Chacarita Juniors,Independiente,3,1
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,Estudiantes,Ferro,3,0
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,Platense,Lanús,1,1
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,Racing,Tigre,1,2
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,Rosario Central,Huracán,1,1
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,San Lorenzo,Newell's Old Boys,2,2
Argentina,Torneo Campeonato 1955,Fecha 29,Dec 8 1955,Vélez Sarsfield,Gimnasia,1,1
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,Ferro,Rosario Central,4,1
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,Gimnasia,Boca Juniors,4,1
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,Huracán,San Lorenzo,2,3
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,Independiente,Platense,2,0
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,Lanús,Estudiantes,0,2
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,Newell's Old Boys,Vélez Sarsfield,1,0
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,River Plate,Racing,2,2
Argentina,Torneo Campeonato 1955,Fecha 30,Dec 11 1955,Tigre,Chacarita Juniors,2,2
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,Boca Juniors,Vélez Sarsfield,4,1
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,Chacarita Juniors,Lanús,0,1
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,Estudiantes,Newell's Old Boys,1,0
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,Ferro,Huracán,1,1
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,Independiente,River Plate,0,1
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,Rosario Central,Gimnasia,2,2
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,San Lorenzo,Argentinos Juniors,1,0
Argentina,Torneo Campeonato 1956,Fecha 1,Apr 15 1956,Tigre,Racing,0,2
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,Argentinos Juniors,Chacarita Juniors,2,2
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,Gimnasia,Estudiantes,2,2
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,Lanús,Tigre,1,0
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,Newell's Old Boys,Independiente,3,1
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,Racing,Rosario Central,4,1
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,River Plate,Boca Juniors,2,1
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,San Lorenzo,Ferro,1,2
Argentina,Torneo Campeonato 1956,Fecha 2,Apr 22 1956,Vélez Sarsfield,Huracán,1,0
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Boca Juniors,Newell's Old Boys,3,1
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Chacarita Juniors,San Lorenzo,0,0
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Estudiantes,Racing,0,0
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Ferro,Vélez Sarsfield,1,1
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Huracán,River Plate,1,1
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Independiente,Gimnasia,1,4
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Rosario Central,Lanús,2,2
Argentina,Torneo Campeonato 1956,Fecha 3,Apr 28 1956,Tigre,Argentinos Juniors,4,3
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,Argentinos Juniors,Rosario Central,3,0
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,Chacarita Juniors,Ferro,1,2
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,Gimnasia,Boca Juniors,0,1
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,Lanús,Estudiantes,1,0
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,Newell's Old Boys,Huracán,0,1
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,Racing,Independiente,2,0
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,River Plate,Vélez Sarsfield,4,2
Argentina,Torneo Campeonato 1956,Fecha 4,May 6 1956,San Lorenzo,Tigre,5,1
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Boca Juniors,Racing,1,1
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Estudiantes,Argentinos Juniors,0,3
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Ferro,River Plate,0,0
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Huracán,Gimnasia,1,1
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Independiente,Lanús,5,3
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Rosario Central,San Lorenzo,1,1
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Tigre,Chacarita Juniors,2,1
Argentina,Torneo Campeonato 1956,Fecha 5,May 13 1956,Vélez Sarsfield,Newell's Old Boys,2,1
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,Argentinos Juniors,Independiente,1,1
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,Chacarita Juniors,Rosario Central,1,0
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,Gimnasia,Vélez Sarsfield,2,2
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,Lanús,Boca Juniors,2,2
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,Newell's Old Boys,River Plate,1,3
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,Racing,Huracán,1,1
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,San Lorenzo,Estudiantes,1,0
Argentina,Torneo Campeonato 1956,Fecha 6,May 20 1956,Tigre,Ferro,4,1
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,Boca Juniors,Argentinos Juniors,6,3
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,Estudiantes,Chacarita Juniors,3,0
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,Ferro,Newell's Old Boys,4,0
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,Huracán,Lanús,2,4
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,Independiente,San Lorenzo,1,2
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,River Plate,Gimnasia,2,0
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,Rosario Central,Tigre,1,0
Argentina,Torneo Campeonato 1956,Fecha 7,May 27 1956,Vélez Sarsfield,Racing,1,1
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,Argentinos Juniors,Huracán,0,6
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,Chacarita Juniors,Independiente,1,2
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,Gimnasia,Newell's Old Boys,3,2
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,Lanús,Vélez Sarsfield,2,2
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,Racing,River Plate,4,2
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,Rosario Central,Ferro,3,2
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,San Lorenzo,Boca Juniors,1,2
Argentina,Torneo Campeonato 1956,Fecha 8,Jun 3 1956,Tigre,Estudiantes,1,1
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 9 1956,Huracán,San Lorenzo,2,4
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 17 1956,Boca Juniors,Chacarita Juniors,3,1
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 17 1956,Estudiantes,Rosario Central,3,1
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 17 1956,Ferro,Gimnasia,0,2
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 17 1956,Independiente,Tigre,0,0
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 17 1956,Newell's Old Boys,Racing,1,1
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 17 1956,River Plate,Lanús,0,0
Argentina,Torneo Campeonato 1956,Fecha 9,Jun 17 1956,Vélez Sarsfield,Argentinos Juniors,2,1
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,Argentinos Juniors,River Plate,1,2
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,Chacarita Juniors,Huracán,0,0
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,Estudiantes,Ferro,1,4
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,Lanús,Newell's Old Boys,2,1
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,Racing,Gimnasia,1,1
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,Rosario Central,Independiente,2,1
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,San Lorenzo,Vélez Sarsfield,0,1
Argentina,Torneo Campeonato 1956,Fecha 10,Jul 15 1956,Tigre,Boca Juniors,2,2
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,Boca Juniors,Rosario Central,0,2
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,Ferro,Racing,0,2
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,Gimnasia,Lanús,0,0
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,Huracán,Tigre,2,1
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,Independiente,Estudiantes,2,0
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,Newell's Old Boys,Argentinos Juniors,3,0
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,River Plate,San Lorenzo,4,1
Argentina,Torneo Campeonato 1956,Fecha 11,Jul 22 1956,Vélez Sarsfield,Chacarita Juniors,3,2
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,Argentinos Juniors,Gimnasia,3,1
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,Chacarita Juniors,River Plate,1,1
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,Estudiantes,Boca Juniors,3,3
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,Independiente,Ferro,2,1
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,Lanús,Racing,2,1
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,Rosario Central,Huracán,5,1
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,San Lorenzo,Newell's Old Boys,4,1
Argentina,Torneo Campeonato 1956,Fecha 12,Jul 29 1956,Tigre,Vélez Sarsfield,1,4
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,Boca Juniors,Independiente,1,0
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,Ferro,Lanús,1,1
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,Gimnasia,San Lorenzo,3,1
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,Huracán,Estudiantes,1,1
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,Newell's Old Boys,Chacarita Juniors,2,0
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,Racing,Argentinos Juniors,2,3
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,River Plate,Tigre,2,2
Argentina,Torneo Campeonato 1956,Fecha 13,Aug 5 1956,Vélez Sarsfield,Rosario Central,1,1
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,Argentinos Juniors,Lanús,1,1
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,Boca Juniors,Ferro,3,2
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,Chacarita Juniors,Gimnasia,3,1
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,Estudiantes,Vélez Sarsfield,1,1
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,Independiente,Huracán,3,0
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,Rosario Central,River Plate,1,1
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,San Lorenzo,Racing,0,0
Argentina,Torneo Campeonato 1956,Fecha 14,Aug 12 1956,Tigre,Newell's Old Boys,1,1
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,Ferro,Argentinos Juniors,1,2
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,Gimnasia,Tigre,2,2
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,Huracán,Boca Juniors,1,2
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,Lanús,San Lorenzo,4,0
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,Newell's Old Boys,Rosario Central,2,0
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,Racing,Chacarita Juniors,3,0
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,River Plate,Estudiantes,2,0
Argentina,Torneo Campeonato 1956,Fecha 15,Aug 26 1956,Vélez Sarsfield,Independiente,2,1
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,Argentinos Juniors,San Lorenzo,0,1
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,Gimnasia,Rosario Central,0,2
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,Huracán,Ferro,0,1
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,Lanús,Chacarita Juniors,1,1
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,Newell's Old Boys,Estudiantes,1,1
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,Racing,Tigre,3,2
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,River Plate,Independiente,4,1
Argentina,Torneo Campeonato 1956,Fecha 16,Sep 2 1956,Vélez Sarsfield,Boca Juniors,2,0
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Boca Juniors,River Plate,2,1
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Chacarita Juniors,Argentinos Juniors,1,1
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Estudiantes,Gimnasia,2,3
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Ferro,San Lorenzo,2,3
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Huracán,Vélez Sarsfield,1,2
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Independiente,Newell's Old Boys,3,1
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Rosario Central,Racing,0,1
Argentina,Torneo Campeonato 1956,Fecha 17,Sep 9 1956,Tigre,Lanús,4,2
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,Argentinos Juniors,Tigre,3,1
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,Gimnasia,Independiente,0,0
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,Lanús,Rosario Central,4,2
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,Newell's Old Boys,Boca Juniors,2,2
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,Racing,Estudiantes,2,1
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,River Plate,Huracán,3,0
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,San Lorenzo,Chacarita Juniors,4,1
Argentina,Torneo Campeonato 1956,Fecha 18,Sep 16 1956,Vélez Sarsfield,Ferro,1,3
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Boca Juniors,Gimnasia,1,0
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Estudiantes,Lanús,1,2
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Ferro,Chacarita Juniors,1,1
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Huracán,Newell's Old Boys,2,2
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Independiente,Racing,2,2
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Rosario Central,Argentinos Juniors,1,0
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Tigre,San Lorenzo,1,1
Argentina,Torneo Campeonato 1956,Fecha 19,Sep 23 1956,Vélez Sarsfield,River Plate,2,1
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,Argentinos Juniors,Estudiantes,3,0
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,Chacarita Juniors,Tigre,0,1
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,Gimnasia,Huracán,2,2
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,Lanús,Independiente,2,0
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,Newell's Old Boys,Vélez Sarsfield,1,1
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,Racing,Boca Juniors,1,0
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,River Plate,Ferro,0,0
Argentina,Torneo Campeonato 1956,Fecha 20,Sep 30 1956,San Lorenzo,Rosario Central,1,1
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,Boca Juniors,Lanús,0,2
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,Estudiantes,San Lorenzo,0,1
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,Ferro,Tigre,2,0
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,Huracán,Racing,1,3
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,Independiente,Argentinos Juniors,4,2
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,River Plate,Newell's Old Boys,2,1
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,Rosario Central,Chacarita Juniors,9,2
Argentina,Torneo Campeonato 1956,Fecha 21,Oct 7 1956,Vélez Sarsfield,Gimnasia,3,4
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 12 1956,Gimnasia,River Plate,1,4
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 14 1956,Argentinos Juniors,Boca Juniors,1,1
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 14 1956,Chacarita Juniors,Estudiantes,1,0
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 14 1956,Lanús,Huracán,4,1
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 14 1956,Newell's Old Boys,Ferro,1,2
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 14 1956,Racing,Vélez Sarsfield,1,3
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 14 1956,San Lorenzo,Independiente,0,2
Argentina,Torneo Campeonato 1956,Fecha 22,Oct 14 1956,Tigre,Rosario Central,2,1
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,Boca Juniors,San Lorenzo,2,0
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,Estudiantes,Tigre,4,1
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,Ferro,Rosario Central,1,2
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,Huracán,Argentinos Juniors,5,3
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,Independiente,Chacarita Juniors,3,0
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,Newell's Old Boys,Gimnasia,3,2
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,River Plate,Racing,2,1
Argentina,Torneo Campeonato 1956,Fecha 23,Oct 21 1956,Vélez Sarsfield,Lanús,1,1
Argentina,Torneo Campeonato 1956,Fecha 24,Oct 28 1956,Argentinos Juniors,Vélez Sarsfield,1,1
